time,elapsed_seconds,message
13:43:37,1.49e-05,parameter fosm calcs
13:43:37,5.2e-06,LinearAnalysis::calc_posterior
13:43:37,5.1e-06,LinearAnalysis::align
13:43:37,7.9e-05,LinearAnalysis::prior_prediction_variance()::invert obscov
13:43:37,7.7e-06,inverting diagonal matrix in place
13:43:37,7.6e-06,LinearAnalysis::calc_posterior() form JtQJ
13:43:37,3.85e-05,LinearAnalysis::calc_posterior() invert prior parcov
13:43:37,1.79e-05,LinearAnalysis::calc_posterior() form posterior parcov
13:43:37,1.12e-05,LinearAnalysis::calc_posterior() invert posterior parcov
13:43:37,5.4e-06,inverting non-diagonal matrix in place
13:43:52,14.3074,completed iteration 3
13:43:52,0.0140949,beginning iteration 4
13:43:52,8.26e-05,commencing to build jacobian parameter sets
13:43:52,0.0017797,jacobian parameter sets built, commencing model runs
13:44:09,17.3762,jacobian runs complete, processing runs
13:44:09,0.000968,processing jacobian runs complete
13:44:09,9.8e-06,saving jacobian and sen files
13:44:09,0.0016147,commencing calculation of upgrade vector
13:44:09,0.0001382,forming JtQJ matrix
13:44:09,3.26e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,6.3e-06,starting REDSVD
13:44:09,3.87e-05,retrieving REDSVD components
13:44:09,1.1e-05,triming REDSVD components to 5elements
13:44:09,8.7e-06,done REDSVD
13:44:09,1.79e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.3e-06,JS
13:44:09,1.25e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,3.19e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.4e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,5e-06,starting REDSVD
13:44:09,2.92e-05,retrieving REDSVD components
13:44:09,9.6e-06,triming REDSVD components to 5elements
13:44:09,7.8e-06,done REDSVD
13:44:09,5.7e-06,SVD factorization complete
13:44:09,0.0001382,commencing linear algebra multiplication to compute ugrade
13:44:09,9e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,7.2e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.8e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.24e-05,linear algebra multiplication to compute ugrade complete
13:44:09,2.14e-05,commencing check of parameter bounds and gradients
13:44:09,0.0009991,beginning upgrade vector calculations, lambda = 0.1
13:44:09,6.62e-05,commencing calculation of upgrade vector
13:44:09,0.0001337,forming JtQJ matrix
13:44:09,3.03e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,6e-06,starting REDSVD
13:44:09,3.12e-05,retrieving REDSVD components
13:44:09,1.03e-05,triming REDSVD components to 5elements
13:44:09,7.4e-06,done REDSVD
13:44:09,1.67e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5e-06,JS
13:44:09,1.2e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,3.38e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.4e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,5e-06,starting REDSVD
13:44:09,2.87e-05,retrieving REDSVD components
13:44:09,9.7e-06,triming REDSVD components to 5elements
13:44:09,6.7e-06,done REDSVD
13:44:09,5.2e-06,SVD factorization complete
13:44:09,0.0001065,commencing linear algebra multiplication to compute ugrade
13:44:09,7.2e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,3.29e-05,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,9.6e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.29e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.91e-05,commencing check of parameter bounds and gradients
13:44:09,8.6e-06,commencing calculation of upgrade vector
13:44:09,0.0001222,forming JtQJ matrix
13:44:09,2.79e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.5e-06,starting REDSVD
13:44:09,2.89e-05,retrieving REDSVD components
13:44:09,9.4e-06,triming REDSVD components to 5elements
13:44:09,7e-06,done REDSVD
13:44:09,1.54e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.1e-06,JS
13:44:09,1.17e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.93e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.8e-06,starting REDSVD
13:44:09,2.81e-05,retrieving REDSVD components
13:44:09,8.6e-06,triming REDSVD components to 5elements
13:44:09,6.6e-06,done REDSVD
13:44:09,5.2e-06,SVD factorization complete
13:44:09,0.0001052,commencing linear algebra multiplication to compute ugrade
13:44:09,7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.7e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.6e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.07e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.73e-05,commencing check of parameter bounds
13:44:09,6.8e-06,limiting out of bounds pars
13:44:09,1.71e-05,change limit/bound enforement for lambda 0.1: upper change limit,ESCO, scaling factor: 1.32714e-141
13:44:09,0.0004851,checking for denormal floating point values
13:44:09,8.3e-06,transforming upgrade pars to model pars
13:44:09,7e-06,writing upgrade vector to csv file
13:44:09,0.0002078,beginning upgrade vector calculations, lambda = 1
13:44:09,6.15e-05,commencing calculation of upgrade vector
13:44:09,0.0001278,forming JtQJ matrix
13:44:09,2.94e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.7e-06,starting REDSVD
13:44:09,3.01e-05,retrieving REDSVD components
13:44:09,9.4e-06,triming REDSVD components to 5elements
13:44:09,7.1e-06,done REDSVD
13:44:09,1.55e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.2e-06,JS
13:44:09,1.17e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,3.32e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.6e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.9e-06,starting REDSVD
13:44:09,2.83e-05,retrieving REDSVD components
13:44:09,8.7e-06,triming REDSVD components to 5elements
13:44:09,6.8e-06,done REDSVD
13:44:09,5.4e-06,SVD factorization complete
13:44:09,0.0001252,commencing linear algebra multiplication to compute ugrade
13:44:09,8.1e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.8e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.5e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.13e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.8e-05,commencing check of parameter bounds and gradients
13:44:09,8.2e-06,commencing calculation of upgrade vector
13:44:09,0.0001206,forming JtQJ matrix
13:44:09,2.75e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.3e-06,starting REDSVD
13:44:09,2.83e-05,retrieving REDSVD components
13:44:09,9.3e-06,triming REDSVD components to 5elements
13:44:09,7e-06,done REDSVD
13:44:09,1.54e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5e-06,JS
13:44:09,1.16e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.97e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,6.9e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,3.92e-05,starting REDSVD
13:44:09,3.34e-05,retrieving REDSVD components
13:44:09,9.6e-06,triming REDSVD components to 5elements
13:44:09,7.2e-06,done REDSVD
13:44:09,5.5e-06,SVD factorization complete
13:44:09,0.0001063,commencing linear algebra multiplication to compute ugrade
13:44:09,7.1e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.8e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.7e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.09e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.75e-05,commencing check of parameter bounds
13:44:09,6.7e-06,limiting out of bounds pars
13:44:09,1.54e-05,change limit/bound enforement for lambda 1: upper change limit,AWC, scaling factor: 9.06799e-47
13:44:09,0.0027464,checking for denormal floating point values
13:44:09,1.26e-05,transforming upgrade pars to model pars
13:44:09,1.08e-05,writing upgrade vector to csv file
13:44:09,0.0002111,beginning upgrade vector calculations, lambda = 10
13:44:09,9.61e-05,commencing calculation of upgrade vector
13:44:09,0.0001925,forming JtQJ matrix
13:44:09,4.37e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,8.4e-06,starting REDSVD
13:44:09,4.53e-05,retrieving REDSVD components
13:44:09,1.39e-05,triming REDSVD components to 5elements
13:44:09,1.05e-05,done REDSVD
13:44:09,2.31e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,7.5e-06,JS
13:44:09,1.77e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,4.5e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,7e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,5.1e-06,starting REDSVD
13:44:09,2.76e-05,retrieving REDSVD components
13:44:09,8.4e-06,triming REDSVD components to 5elements
13:44:09,6.6e-06,done REDSVD
13:44:09,5.4e-06,SVD factorization complete
13:44:09,0.0001067,commencing linear algebra multiplication to compute ugrade
13:44:09,6.8e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.6e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.03e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.71e-05,commencing check of parameter bounds and gradients
13:44:09,8.1e-06,commencing calculation of upgrade vector
13:44:09,0.0001261,forming JtQJ matrix
13:44:09,0.0001806,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.5e-06,starting REDSVD
13:44:09,2.78e-05,retrieving REDSVD components
13:44:09,8.9e-06,triming REDSVD components to 5elements
13:44:09,7e-06,done REDSVD
13:44:09,1.47e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,4.9e-06,JS
13:44:09,1.16e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.85e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.3e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.8e-06,starting REDSVD
13:44:09,2.71e-05,retrieving REDSVD components
13:44:09,8.3e-06,triming REDSVD components to 5elements
13:44:09,6.5e-06,done REDSVD
13:44:09,5.3e-06,SVD factorization complete
13:44:09,0.0001249,commencing linear algebra multiplication to compute ugrade
13:44:09,7.9e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.5e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.08e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.72e-05,commencing check of parameter bounds
13:44:09,6.7e-06,limiting out of bounds pars
13:44:09,1.5e-05,change limit/bound enforement for lambda 10: upper change limit,AWC, scaling factor: 2.3742e-05
13:44:09,0.0004533,checking for denormal floating point values
13:44:09,4.42e-05,transforming upgrade pars to model pars
13:44:09,1.07e-05,writing upgrade vector to csv file
13:44:09,0.0001447,beginning upgrade vector calculations, lambda = 100
13:44:09,0.0001057,commencing calculation of upgrade vector
13:44:09,0.0001269,forming JtQJ matrix
13:44:09,2.86e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.7e-06,starting REDSVD
13:44:09,2.95e-05,retrieving REDSVD components
13:44:09,9.3e-06,triming REDSVD components to 5elements
13:44:09,7.1e-06,done REDSVD
13:44:09,1.55e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.2e-06,JS
13:44:09,1.15e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.94e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,6e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.9e-06,starting REDSVD
13:44:09,2.73e-05,retrieving REDSVD components
13:44:09,8.3e-06,triming REDSVD components to 5elements
13:44:09,6.5e-06,done REDSVD
13:44:09,5.5e-06,SVD factorization complete
13:44:09,0.0001054,commencing linear algebra multiplication to compute ugrade
13:44:09,7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,7.1e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.04e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.72e-05,commencing check of parameter bounds and gradients
13:44:09,7.9e-06,commencing calculation of upgrade vector
13:44:09,0.0001167,forming JtQJ matrix
13:44:09,2.7e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.3e-06,starting REDSVD
13:44:09,2.77e-05,retrieving REDSVD components
13:44:09,8.9e-06,triming REDSVD components to 5elements
13:44:09,6.8e-06,done REDSVD
13:44:09,1.46e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,4.9e-06,JS
13:44:09,1.14e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.82e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.2e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.9e-06,starting REDSVD
13:44:09,2.73e-05,retrieving REDSVD components
13:44:09,8.2e-06,triming REDSVD components to 5elements
13:44:09,6.4e-06,done REDSVD
13:44:09,5.2e-06,SVD factorization complete
13:44:09,0.0001037,commencing linear algebra multiplication to compute ugrade
13:44:09,6.8e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.6e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,1.98e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.59e-05,commencing check of parameter bounds
13:44:09,6.5e-06,limiting out of bounds pars
13:44:09,1.43e-05,change limit/bound enforement for lambda 100: lower change limit,EPCO, scaling factor: 0.0909845
13:44:09,5.2e-06,checking for denormal floating point values
13:44:09,6e-06,transforming upgrade pars to model pars
13:44:09,6.2e-06,writing upgrade vector to csv file
13:44:09,0.0001321,beginning upgrade vector calculations, lambda = 1000
13:44:09,6.52e-05,commencing calculation of upgrade vector
13:44:09,0.000125,forming JtQJ matrix
13:44:09,2.75e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.5e-06,starting REDSVD
13:44:09,2.86e-05,retrieving REDSVD components
13:44:09,9e-06,triming REDSVD components to 5elements
13:44:09,7e-06,done REDSVD
13:44:09,1.5e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.2e-06,JS
13:44:09,1.15e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.84e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.8e-06,starting REDSVD
13:44:09,2.65e-05,retrieving REDSVD components
13:44:09,8.1e-06,triming REDSVD components to 5elements
13:44:09,2.74e-05,done REDSVD
13:44:09,8.2e-06,SVD factorization complete
13:44:09,0.0001177,commencing linear algebra multiplication to compute ugrade
13:44:09,7.6e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.7e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,2.13e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.74e-05,commencing check of parameter bounds and gradients
13:44:09,8e-06,commencing calculation of upgrade vector
13:44:09,0.0001168,forming JtQJ matrix
13:44:09,2.68e-05,commencing to scale JtQJ matrix- first SVD...
13:44:09,5.3e-06,starting REDSVD
13:44:09,2.84e-05,retrieving REDSVD components
13:44:09,8.9e-06,triming REDSVD components to 5elements
13:44:09,6.9e-06,done REDSVD
13:44:09,1.47e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.1e-06,JS
13:44:09,1.16e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
13:44:09,2.89e-05,S info: rows = 13: cols = 13: size = 169: nonzeros = 13
13:44:09,5.1e-06,commencing SVD factorization of lambda-scaled JtQJ
13:44:09,4.7e-06,starting REDSVD
13:44:09,2.64e-05,retrieving REDSVD components
13:44:09,8.2e-06,triming REDSVD components to 5elements
13:44:09,6.5e-06,done REDSVD
13:44:09,5.2e-06,SVD factorization complete
13:44:09,0.0001037,commencing linear algebra multiplication to compute ugrade
13:44:09,6.7e-06,S info: rows = 13: cols = 13: size = 169: nonzeros = 13Vt info: rows = 5: cols = 13: size = 65: nonzeros = 65
13:44:09,6.4e-06,U info: rows = 13: cols = 5: size = 65: nonzeros = 65
13:44:09,6.4e-06,jac info: rows = 35: cols = 13: size = 455: nonzeros = 455
13:44:09,1.98e-05,linear algebra multiplication to compute ugrade complete
13:44:09,1.61e-05,commencing check of parameter bounds
13:44:09,6.4e-06,limiting out of bounds pars
13:44:09,1.43e-05,change limit/bound enforement for lambda 1000: lower change limit,EPCO, scaling factor: 0.170669
13:44:09,5.4e-06,checking for denormal floating point values
13:44:09,6.2e-06,transforming upgrade pars to model pars
13:44:09,6e-06,writing upgrade vector to csv file
13:44:09,0.0004489,LinearAnalysis::glm_iter_fosm
13:44:09,5.14e-05,starting FOSM uncertainty analyses for iteration 3
13:44:09,0.0007356,loading obscov
13:44:09,4.61e-05,loading parcov
13:44:09,2.34e-05,set_predictions
13:44:09,1.59e-05,parameter fosm calcs
13:44:09,5.4e-06,LinearAnalysis::calc_posterior
13:44:09,5.1e-06,LinearAnalysis::align
13:44:09,8.16e-05,LinearAnalysis::prior_prediction_variance()::invert obscov
13:44:09,6.6e-06,inverting diagonal matrix in place
13:44:09,7.4e-06,LinearAnalysis::calc_posterior() form JtQJ
13:44:09,4.42e-05,LinearAnalysis::calc_posterior() invert prior parcov
13:44:09,1.66e-05,LinearAnalysis::calc_posterior() form posterior parcov
13:44:09,9.9e-06,LinearAnalysis::calc_posterior() invert posterior parcov
13:44:09,5.4e-06,inverting non-diagonal matrix in place
13:44:24,15.3599,completed iteration 4
13:44:24,0.0199961,FOSM-based posterior unc calcs
13:44:24,6.16e-05,starting FOSM uncertainty analyses for iteration -999
13:44:24,0.0006562,loading obscov
13:44:24,3.94e-05,loading parcov
13:44:24,2.21e-05,set_predictions
13:44:24,1.52e-05,parameter fosm calcs
13:44:24,5.6e-06,LinearAnalysis::calc_posterior
13:44:24,5.2e-06,LinearAnalysis::align
13:44:24,7.67e-05,LinearAnalysis::prior_prediction_variance()::invert obscov
13:44:24,6.4e-06,inverting diagonal matrix in place
13:44:24,7.1e-06,LinearAnalysis::calc_posterior() form JtQJ
13:44:24,4.86e-05,LinearAnalysis::calc_posterior() invert prior parcov
13:44:24,1.69e-05,LinearAnalysis::calc_posterior() form posterior parcov
13:44:24,1.06e-05,LinearAnalysis::calc_posterior() invert posterior parcov
13:44:24,5.2e-06,inverting non-diagonal matrix in place
